x,y,LOCAL_MONTH,SNOW_ON_GROUND_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,TOTAL_RAIN,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION,MAX_TEMPERATURE,LOCAL_DATE,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,ID,STATION_NAME,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST,SPEED_MAX_GUST,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS,LOCAL_YEAR,DIRECTION_MAX_GUST_FLAG,MAX_REL_HUMIDITY
-120.8,50.935,8,,1166658,8.5,,,0,BC,,,0,19.5,2013-08-18 00:00:00,,14,,0,1166658.2013.8.18,RED LAKE,,0,,,,,18,,,,0,4,2013,,
-120.8,50.935,8,,1166658,6,,,0,BC,,,0,20.5,2013-08-19 00:00:00,,13.3,,0,1166658.2013.8.19,RED LAKE,,0,,,,,19,,,,0,4.7,2013,,
-120.8,50.935,8,,1166658,6,,,0,BC,,,0,20,2013-08-20 00:00:00,,13,,0,1166658.2013.8.20,RED LAKE,,0,,,,,20,,,,0,5,2013,,
-120.8,50.935,8,,1166658,6,,,0,BC,,,0,23.5,2013-08-21 00:00:00,,14.8,,0,1166658.2013.8.21,RED LAKE,,0,,,,,21,,,,0,3.2,2013,,
-120.8,50.935,8,,1166658,8.5,,,0,BC,,,0,28,2013-08-22 00:00:00,,18.3,,0,1166658.2013.8.22,RED LAKE,,0,,,,,22,,,,0.3,0,2013,,
-120.8,50.935,8,,1166658,12,,,0,BC,,,0,27.5,2013-08-23 00:00:00,,19.8,,0,1166658.2013.8.23,RED LAKE,,0,,,,,23,,,,1.8,0,2013,,
-120.8,50.935,8,,1166658,8.5,,,0,BC,,,0,20,2013-08-24 00:00:00,,14.3,,0,1166658.2013.8.24,RED LAKE,,0,,,,,24,,,,0,3.7,2013,,
-120.8,50.935,8,,1166658,5,,,2.5,BC,,,2.5,22,2013-08-25 00:00:00,,13.5,,0,1166658.2013.8.25,RED LAKE,,0,,,,,25,,,,0,4.5,2013,,
-120.8,50.935,8,,1166658,8,,,2,BC,,,2,20,2013-08-26 00:00:00,,14,,0,1166658.2013.8.26,RED LAKE,,0,,,,,26,,,,0,4,2013,,
-120.8,50.935,8,,1166658,8,,,0.5,BC,,,0.5,20,2013-08-27 00:00:00,,14,,0,1166658.2013.8.27,RED LAKE,,0,,,,,27,,,,0,4,2013,,
-120.8,50.935,8,,1166658,10,,,0.5,BC,,,0.5,20.5,2013-08-28 00:00:00,,15.3,,0,1166658.2013.8.28,RED LAKE,,0,,,,,28,,,,0,2.7,2013,,
-120.8,50.935,8,,1166658,10,,,4.5,BC,,,4.5,15.5,2013-08-29 00:00:00,,12.8,,0,1166658.2013.8.29,RED LAKE,,0,,,,,29,,,,0,5.2,2013,,
-120.8,50.935,8,,1166658,5,,,0,BC,,,0,21,2013-08-30 00:00:00,,13,,0,1166658.2013.8.30,RED LAKE,,0,,,,,30,,,,0,5,2013,,
-120.8,50.935,8,,1166658,8,,,0,BC,,,0,22,2013-08-31 00:00:00,,15,,0,1166658.2013.8.31,RED LAKE,,0,,,,,31,,,,0,3,2013,,
-120.8,50.935,9,,1166658,7.5,,,0,BC,,,0,26,2013-09-01 00:00:00,,16.8,,0,1166658.2013.9.1,RED LAKE,,0,,,,,1,,,,0,1.2,2013,,
-120.8,50.935,9,,1166658,10,,,6,BC,,,6,27,2013-09-02 00:00:00,,18.5,,0,1166658.2013.9.2,RED LAKE,,0,,,,,2,,,,0.5,0,2013,,
-120.8,50.935,9,,1166658,10,,,2,BC,,,2,25,2013-09-03 00:00:00,,17.5,,0,1166658.2013.9.3,RED LAKE,,0,,,,,3,,,,0,0.5,2013,,
-120.8,50.935,9,,1166658,9.5,,,0,BC,,,0,23,2013-09-04 00:00:00,,16.3,,0,1166658.2013.9.4,RED LAKE,,0,,,,,4,,,,0,1.7,2013,,
-120.8,50.935,9,,1166658,10.5,,,0.4,BC,,,0.4,24,2013-09-05 00:00:00,,17.3,,0,1166658.2013.9.5,RED LAKE,,0,,,,,5,,,,0,0.7,2013,,
-120.8,50.935,9,,1166658,11.5,,,14,BC,,,14,15,2013-09-06 00:00:00,,13.3,,0,1166658.2013.9.6,RED LAKE,,0,,,,,6,,,,0,4.7,2013,,
-120.8,50.935,9,,1166658,10,,,1,BC,,,1,19,2013-09-07 00:00:00,,14.5,,0,1166658.2013.9.7,RED LAKE,,0,,,,,7,,,,0,3.5,2013,,
-120.8,50.935,9,,1166658,9,,,0,BC,,,0,26,2013-09-08 00:00:00,,17.5,,0,1166658.2013.9.8,RED LAKE,,0,,,,,8,,,,0,0.5,2013,,
-120.8,50.935,9,,1166658,9.5,,,0,BC,,,0,22.5,2013-09-09 00:00:00,,16,,0,1166658.2013.9.9,RED LAKE,,0,,,,,9,,,,0,2,2013,,
-120.8,50.935,9,,1166658,7,,,0,BC,,,0,25,2013-09-10 00:00:00,,16,,0,1166658.2013.9.10,RED LAKE,,0,,,,,10,,,,0,2,2013,,
-120.8,50.935,9,,1166658,9,,,0,BC,,,0,27,2013-09-11 00:00:00,,18,,0,1166658.2013.9.11,RED LAKE,,0,,,,,11,,,,0,0,2013,,
-120.8,50.935,9,,1166658,11,,,0,BC,,,0,29,2013-09-12 00:00:00,,20,,0,1166658.2013.9.12,RED LAKE,,0,,,,,12,,,,2,0,2013,,
-120.8,50.935,9,,1166658,11,,,0,BC,,,0,30,2013-09-13 00:00:00,,20.5,,0,1166658.2013.9.13,RED LAKE,,0,,,,,13,,,,2.5,0,2013,,
-120.8,50.935,9,,1166658,12.5,,,0,BC,,,0,26,2013-09-14 00:00:00,,19.3,,0,1166658.2013.9.14,RED LAKE,,0,,,,,14,,,,1.3,0,2013,,
-120.8,50.935,9,,1166658,10.5,,,17,BC,,,17,27,2013-09-15 00:00:00,,18.8,,0,1166658.2013.9.15,RED LAKE,,0,,,,,15,,,,0.8,0,2013,,
-120.8,50.935,9,,1166658,11,,,2.8,BC,,,2.8,15,2013-09-16 00:00:00,,13,,0,1166658.2013.9.16,RED LAKE,,0,,,,,16,,,,0,5,2013,,
-120.8,50.935,9,,1166658,7,,,0,BC,,,0,12,2013-09-17 00:00:00,,9.5,,0,1166658.2013.9.17,RED LAKE,,0,,,,,17,,,,0,8.5,2013,,
-120.8,50.935,9,,1166658,4,,,0,BC,,,0,15,2013-09-18 00:00:00,,9.5,,0,1166658.2013.9.18,RED LAKE,,0,,,,,18,,,,0,8.5,2013,,
-120.8,50.935,9,,1166658,3,,,0,BC,,,0,17,2013-09-19 00:00:00,,10,,0,1166658.2013.9.19,RED LAKE,,0,,,,,19,,,,0,8,2013,,
-120.8,50.935,9,,1166658,5,,,0,BC,,,0,22,2013-09-20 00:00:00,,13.5,,0,1166658.2013.9.20,RED LAKE,,0,,,,,20,,,,0,4.5,2013,,
-120.8,50.935,9,,1166658,9.5,,,1,BC,,,1,17,2013-09-21 00:00:00,,13.3,,0,1166658.2013.9.21,RED LAKE,,0,,,,,21,,,,0,4.7,2013,,
-120.8,50.935,9,,1166658,4,,,1.6,BC,,,1.6,12.5,2013-09-22 00:00:00,,8.3,,0,1166658.2013.9.22,RED LAKE,,0,,,,,22,,,,0,9.7,2013,,
-120.8,50.935,9,,1166658,4,,,1,BC,,,1,15,2013-09-23 00:00:00,,9.5,,0,1166658.2013.9.23,RED LAKE,,0,,,,,23,,,,0,8.5,2013,,
-120.8,50.935,9,,1166658,-1,,,1,BC,,,1,13,2013-09-24 00:00:00,,6,,0,1166658.2013.9.24,RED LAKE,,0,,,,,24,,,,0,12,2013,,
-120.8,50.935,9,,1166658,-1,,,0,BC,,,0,13.5,2013-09-25 00:00:00,,6.3,,0,1166658.2013.9.25,RED LAKE,,0,,,,,25,,,,0,11.7,2013,,
-120.8,50.935,9,,1166658,-1,,,2,BC,,,2,13.5,2013-09-26 00:00:00,,6.3,,0,1166658.2013.9.26,RED LAKE,,0,,,,,26,,,,0,11.7,2013,,
-120.8,50.935,9,,1166658,2,,,4.8,BC,,,4.8,11,2013-09-27 00:00:00,,6.5,,0,1166658.2013.9.27,RED LAKE,,0,,,,,27,,,,0,11.5,2013,,
-120.8,50.935,9,,1166658,1,,,1.4,BC,,,1.4,10,2013-09-28 00:00:00,,5.5,,0,1166658.2013.9.28,RED LAKE,,0,,,,,28,,,,0,12.5,2013,,
-120.8,50.935,9,,1166658,3,,,10.6,BC,,,10.6,12,2013-09-29 00:00:00,,7.5,,0,1166658.2013.9.29,RED LAKE,,0,,,,,29,,,,0,10.5,2013,,
-120.8,50.935,9,,1166658,0,,,0,BC,,,0,10,2013-09-30 00:00:00,,5,,0,1166658.2013.9.30,RED LAKE,,0,,,,,30,,,,0,13,2013,,
-120.8,50.935,10,,1166658,-2,,,0,BC,,,0,8.5,2013-10-01 00:00:00,,3.3,,0,1166658.2013.10.1,RED LAKE,,0,,,,,1,,,,0,14.7,2013,,
-120.8,50.935,10,,1166658,-2,,,0,BC,,,0,8,2013-10-02 00:00:00,,3,,0,1166658.2013.10.2,RED LAKE,,0,,,,,2,,,,0,15,2013,,
-120.8,50.935,10,,1166658,-2,,,0,BC,,,0,11,2013-10-03 00:00:00,,4.5,,0,1166658.2013.10.3,RED LAKE,,0,,,,,3,,,,0,13.5,2013,,
-120.8,50.935,10,,1166658,-1.5,,,0,BC,,,0,10,2013-10-04 00:00:00,,4.3,,0,1166658.2013.10.4,RED LAKE,,0,,,,,4,,,,0,13.7,2013,,
-120.8,50.935,10,,1166658,3,,,0,BC,,,0,10,2013-10-05 00:00:00,,6.5,,0,1166658.2013.10.5,RED LAKE,,0,,,,,5,,,,0,11.5,2013,,
-120.8,50.935,10,,1166658,5,,,0,BC,,,0,15,2013-10-06 00:00:00,,10,,0,1166658.2013.10.6,RED LAKE,,0,,,,,6,,,,0,8,2013,,
-120.8,50.935,10,,1166658,5.5,,,2,BC,,,2,9,2013-10-07 00:00:00,,7.3,,0,1166658.2013.10.7,RED LAKE,,0,,,,,7,,,,0,10.7,2013,,
-120.8,50.935,10,,1166658,0,,,0,BC,T,,0,8,2013-10-08 00:00:00,,4,,0,1166658.2013.10.8,RED LAKE,,0,,,,T,8,,,,0,14,2013,,
-120.8,50.935,10,,1166658,-2,,,2,BC,,,2,8,2013-10-09 00:00:00,,3,,0,1166658.2013.10.9,RED LAKE,,0,,,,,9,,,,0,15,2013,,
-120.8,50.935,10,,1166658,-1.5,,,0,BC,,,0,8.5,2013-10-10 00:00:00,,3.5,,0,1166658.2013.10.10,RED LAKE,,0,,,,,10,,,,0,14.5,2013,,
-120.8,50.935,10,,1166658,-2.5,,,0,BC,T,,0,9,2013-10-11 00:00:00,T,3.3,,0,1166658.2013.10.11,RED LAKE,,0,,,,,11,,,,0,14.7,2013,,
-120.8,50.935,10,,1166658,-1.5,,,0,BC,,,0,5,2013-10-12 00:00:00,,1.8,,0,1166658.2013.10.12,RED LAKE,,0,,,,,12,,,,0,16.2,2013,,
-120.8,50.935,10,,1166658,0,,,0,BC,,,0,10,2013-10-13 00:00:00,,5,,0,1166658.2013.10.13,RED LAKE,,0,,,,,13,,,,0,13,2013,,
-120.8,50.935,10,,1166658,-2,,,0,BC,,,0,13,2013-10-14 00:00:00,,5.5,,0,1166658.2013.10.14,RED LAKE,,0,,,,,14,,,,0,12.5,2013,,
-120.8,50.935,10,,1166658,-1,,,1,BC,,,1,9.5,2013-10-15 00:00:00,,4.3,,0,1166658.2013.10.15,RED LAKE,,0,,,,,15,,,,0,13.7,2013,,
-120.8,50.935,10,,1166658,0.5,,,0,BC,,,0,10,2013-10-16 00:00:00,,5.3,,0,1166658.2013.10.16,RED LAKE,,0,,,,,16,,,,0,12.7,2013,,
-120.8,50.935,10,,1166658,-2,,,0,BC,,,0,12,2013-10-17 00:00:00,,5,,0,1166658.2013.10.17,RED LAKE,,0,,,,,17,,,,0,13,2013,,
-120.8,50.935,10,,1166658,-1.5,,,0,BC,,,0,14.5,2013-10-18 00:00:00,,6.5,,0,1166658.2013.10.18,RED LAKE,,0,,,,,18,,,,0,11.5,2013,,
-120.8,50.935,10,,1166658,1,,,0,BC,,,0,13,2013-10-19 00:00:00,,7,,0,1166658.2013.10.19,RED LAKE,,0,,,,,19,,,,0,11,2013,,
-120.8,50.935,10,,1166658,4.5,,,0,BC,,,0,18,2013-10-20 00:00:00,,11.3,,0,1166658.2013.10.20,RED LAKE,,0,,,,,20,,,,0,6.7,2013,,
-120.8,50.935,10,,1166658,3,,,0,BC,,,0,16.5,2013-10-21 00:00:00,,9.8,,0,1166658.2013.10.21,RED LAKE,,0,,,,,21,,,,0,8.2,2013,,
-120.8,50.935,10,,1166658,0.5,,,0,BC,,,0,15,2013-10-22 00:00:00,,7.8,,0,1166658.2013.10.22,RED LAKE,,0,,,,,22,,,,0,10.2,2013,,
-120.8,50.935,10,,1166658,2,,,0,BC,,,0,15.5,2013-10-23 00:00:00,,8.8,,0,1166658.2013.10.23,RED LAKE,,0,,,,,23,,,,0,9.2,2013,,
-120.8,50.935,10,,1166658,-1,,,0,BC,,,0,13,2013-10-24 00:00:00,,6,,0,1166658.2013.10.24,RED LAKE,,0,,,,,24,,,,0,12,2013,,
-120.8,50.935,10,,1166658,-1,,,1,BC,,,1,12,2013-10-25 00:00:00,,5.5,,0,1166658.2013.10.25,RED LAKE,,0,,,,,25,,,,0,12.5,2013,,
-120.8,50.935,10,,1166658,-2.5,,,12.5,BC,,,12.5,7.5,2013-10-26 00:00:00,,2.5,,0,1166658.2013.10.26,RED LAKE,,0,,,,,26,,,,0,15.5,2013,,
-120.8,50.935,10,,1166658,0,,,0,BC,,,0,5,2013-10-27 00:00:00,,2.5,,0,1166658.2013.10.27,RED LAKE,,0,,,,,27,,,,0,15.5,2013,,
-120.8,50.935,10,,1166658,-5,,,0,BC,,,0,4,2013-10-28 00:00:00,,-0.5,,0,1166658.2013.10.28,RED LAKE,,0,,,,,28,,,,0,18.5,2013,,
-120.8,50.935,10,,1166658,-6,,,0,BC,,,0,7,2013-10-29 00:00:00,,0.5,,0,1166658.2013.10.29,RED LAKE,,0,,,,,29,,,,0,17.5,2013,,
-120.8,50.935,10,,1166658,-1,,,0,BC,,,0,7,2013-10-30 00:00:00,,3,,0,1166658.2013.10.30,RED LAKE,,0,,,,,30,,,,0,15,2013,,
-120.8,50.935,10,,1166658,1,,,2,BC,,,2,10,2013-10-31 00:00:00,,5.5,,0,1166658.2013.10.31,RED LAKE,,0,,,,,31,,,,0,12.5,2013,,
-120.8,50.935,11,,1166658,-1.5,,,1.5,BC,,,11.5,5,2013-11-01 00:00:00,,1.8,,0,1166658.2013.11.1,RED LAKE,,10,,,,,1,,,,0,16.2,2013,,
-120.8,50.935,11,,1166658,-2.5,,,0,BC,,,12.5,-0.5,2013-11-02 00:00:00,,-1.5,,10,1166658.2013.11.2,RED LAKE,,12.5,,,,,2,,,,0,19.5,2013,,
-120.8,50.935,11,,1166658,-5,,,0,BC,,,5,-2,2013-11-03 00:00:00,,-3.5,,23,1166658.2013.11.3,RED LAKE,,5,,,,,3,,,,0,21.5,2013,,
-120.8,50.935,11,,1166658,-10,,,0,BC,,,2.5,1,2013-11-04 00:00:00,,-4.5,,25,1166658.2013.11.4,RED LAKE,,2.5,,,,,4,,,,0,22.5,2013,,
-120.8,50.935,11,,1166658,-5,,,0,BC,,,4,-2,2013-11-05 00:00:00,,-3.5,,23,1166658.2013.11.5,RED LAKE,,4,,,,,5,,,,0,21.5,2013,,
-120.8,50.935,11,,1166658,-3,,,0,BC,,,5,0,2013-11-06 00:00:00,,-1.5,,23,1166658.2013.11.6,RED LAKE,,5,,,,,6,,,,0,19.5,2013,,
-120.8,50.935,11,,1166658,-2.5,,,0,BC,,,7.5,0,2013-11-07 00:00:00,,-1.3,,26,1166658.2013.11.7,RED LAKE,,7.5,,,,,7,,,,0,19.3,2013,,
-120.8,50.935,11,,1166658,-3.5,,,0,BC,,,0,3,2013-11-08 00:00:00,,-0.3,,31,1166658.2013.11.8,RED LAKE,,0,,,,,8,,,,0,18.3,2013,,
-120.8,50.935,11,,1166658,-3.5,,,0,BC,,,1,1,2013-11-09 00:00:00,,-1.3,,25,1166658.2013.11.9,RED LAKE,,1,,,,,9,,,,0,19.3,2013,,
-120.8,50.935,11,,1166658,-3,,,0,BC,,,0,1.5,2013-11-10 00:00:00,,-0.8,,24,1166658.2013.11.10,RED LAKE,,0,,,,,10,,,,0,18.8,2013,,
-120.8,50.935,11,,1166658,-6,,,0,BC,,,0,1,2013-11-11 00:00:00,,-2.5,,23,1166658.2013.11.11,RED LAKE,,0,,,,,11,,,,0,20.5,2013,,
-120.8,50.935,11,,1166658,-3,,,0,BC,,,0,7,2013-11-12 00:00:00,,2,,22,1166658.2013.11.12,RED LAKE,,0,,,,,12,,,,0,16,2013,,
-120.8,50.935,11,,1166658,-0.5,,,0,BC,,,0,6,2013-11-13 00:00:00,,2.8,,17,1166658.2013.11.13,RED LAKE,,0,,,,,13,,,,0,15.2,2013,,
-120.8,50.935,11,,1166658,-2.5,,,0,BC,,,4.5,4.5,2013-11-14 00:00:00,,1,,15,1166658.2013.11.14,RED LAKE,,4.5,,,,,14,,,,0,17,2013,,
-120.8,50.935,11,,1166658,-2.5,,,0,BC,,,15.5,-1,2013-11-15 00:00:00,,-1.8,,17,1166658.2013.11.15,RED LAKE,,15.5,,,,,15,,,,0,19.8,2013,,
-120.8,50.935,11,,1166658,-11,,,0,BC,,,0.5,-2,2013-11-16 00:00:00,,-6.5,,25,1166658.2013.11.16,RED LAKE,,0.5,,,,,16,,,,0,24.5,2013,,
-120.8,50.935,11,,1166658,-11,,,0,BC,,,0,1.5,2013-11-17 00:00:00,,-4.8,,23,1166658.2013.11.17,RED LAKE,,0,,,,,17,,,,0,22.8,2013,,
-120.8,50.935,11,,1166658,-4.5,,,0,BC,,,12.6,3,2013-11-18 00:00:00,,-0.8,,19,1166658.2013.11.18,RED LAKE,,12.6,,,,,18,,,,0,18.8,2013,,
-120.8,50.935,11,,1166658,-17,,,0,BC,,,0.5,-7,2013-11-19 00:00:00,,-12,,28,1166658.2013.11.19,RED LAKE,,0.5,,,,,19,,,,0,30,2013,,
-120.8,50.935,11,,1166658,-20.5,,,0,BC,,,0,-10,2013-11-20 00:00:00,,-15.3,,26,1166658.2013.11.20,RED LAKE,,0,,,,,20,,,,0,33.3,2013,,
-120.8,50.935,11,,1166658,-18.5,,,0,BC,,,0,-8,2013-11-21 00:00:00,,-13.3,,25,1166658.2013.11.21,RED LAKE,,0,,,,,21,,,,0,31.3,2013,,
-120.8,50.935,11,,1166658,-12,,,0,BC,,,0,-5,2013-11-22 00:00:00,,-8.5,,0,1166658.2013.11.22,RED LAKE,,0,,,,,22,,,,0,26.5,2013,,
-120.8,50.935,11,,1166658,-11,,,0,BC,,,0,-5,2013-11-23 00:00:00,,-8,,24,1166658.2013.11.23,RED LAKE,,0,,,,,23,,,,0,26,2013,,
-120.8,50.935,11,,1166658,-7.5,,,0,BC,,,0,1,2013-11-24 00:00:00,,-3.3,,24,1166658.2013.11.24,RED LAKE,,0,,,,,24,,,,0,21.3,2013,,
-120.8,50.935,11,,1166658,-5,,,0,BC,,,0,-1,2013-11-25 00:00:00,,-3,,24,1166658.2013.11.25,RED LAKE,,0,,,,,25,,,,0,21,2013,,
-120.8,50.935,11,,1166658,-6,,,0,BC,,,0,-2,2013-11-26 00:00:00,,-4,,23,1166658.2013.11.26,RED LAKE,,0,,,,,26,,,,0,22,2013,,
-120.8,50.935,11,,1166658,-7,,,0,BC,,,0,-2,2013-11-27 00:00:00,,-4.5,,23,1166658.2013.11.27,RED LAKE,,0,,,,,27,,,,0,22.5,2013,,
-120.8,50.935,11,,1166658,-6,,,0,BC,T,,0,1,2013-11-28 00:00:00,T,-2.5,,22,1166658.2013.11.28,RED LAKE,,0,,,,,28,,,,0,20.5,2013,,
-120.8,50.935,11,,1166658,-5,,,0,BC,,,2,1,2013-11-29 00:00:00,,-2,,22,1166658.2013.11.29,RED LAKE,,2,,,,,29,,,,0,20,2013,,
-120.8,50.935,11,,1166658,-1.5,,,0,BC,,,0.5,3.5,2013-11-30 00:00:00,,1,,23,1166658.2013.11.30,RED LAKE,,0.5,,,,,30,,,,0,17,2013,,
-120.8,50.935,12,,1166658,-1.5,,,0,BC,,,8,5,2013-12-01 00:00:00,,1.8,,23,1166658.2013.12.1,RED LAKE,,8,,,,,1,,,,0,16.2,2013,,
-120.8,50.935,12,,1166658,-15,,,0,BC,,,0,-12,2013-12-02 00:00:00,,-13.5,,24,1166658.2013.12.2,RED LAKE,,0,,,,,2,,,,0,31.5,2013,,
-120.8,50.935,12,,1166658,-16,,,0,BC,,,2,-13,2013-12-03 00:00:00,,-14.5,,24,1166658.2013.12.3,RED LAKE,,2,,,,,3,,,,0,32.5,2013,,
-120.8,50.935,12,,1166658,-16,,,0,BC,,,0,-12.5,2013-12-04 00:00:00,,-14.3,,26,1166658.2013.12.4,RED LAKE,,0,,,,,4,,,,0,32.3,2013,,
-120.8,50.935,12,,1166658,-20.5,,,0,BC,,,0,-17,2013-12-06 00:00:00,,-18.8,,26,1166658.2013.12.6,RED LAKE,,0,,,,,6,,,,0,36.8,2013,,
-120.8,50.935,12,,1166658,-25,,,0,BC,,,0,-16,2013-12-07 00:00:00,,-20.5,,24,1166658.2013.12.7,RED LAKE,,0,,,,,7,,,,0,38.5,2013,,
-120.8,50.935,12,,1166658,-21,,,0,BC,,,0,-10,2013-12-08 00:00:00,,-15.5,,23,1166658.2013.12.8,RED LAKE,,0,,,,,8,,,,0,33.5,2013,,
-120.8,50.935,12,,1166658,-14.5,,,0,BC,,,1,-7,2013-12-09 00:00:00,,-10.8,,23,1166658.2013.12.9,RED LAKE,,1,,,,,9,,,,0,28.8,2013,,
-120.8,50.935,12,,1166658,-13.5,,,0,BC,,,0,-4.5,2013-12-10 00:00:00,,-9,,23,1166658.2013.12.10,RED LAKE,,0,,,,,10,,,,0,27,2013,,
-120.8,50.935,12,,1166658,-9,,,0,BC,,,8,-6,2013-12-11 00:00:00,,-7.5,,23,1166658.2013.12.11,RED LAKE,,8,,,,,11,,,,0,25.5,2013,,
-120.8,50.935,12,,1166658,-6.5,,,0,BC,,,0,-3.5,2013-12-12 00:00:00,,-5,,30,1166658.2013.12.12,RED LAKE,,0,,,,,12,,,,0,23,2013,,
-120.8,50.935,12,,1166658,-8.5,,,0,BC,,,0,-1,2013-12-13 00:00:00,,-4.8,,30,1166658.2013.12.13,RED LAKE,,0,,,,,13,,,,0,22.8,2013,,
-120.8,50.935,12,,1166658,-5,,,0,BC,,,0,0,2013-12-14 00:00:00,,-2.5,,29,1166658.2013.12.14,RED LAKE,,0,,,,,14,,,,0,20.5,2013,,
-120.8,50.935,12,,1166658,-2,,,0,BC,,,0,2.5,2013-12-15 00:00:00,,0.3,,29,1166658.2013.12.15,RED LAKE,,0,,,,,15,,,,0,17.7,2013,,
-120.8,50.935,12,,1166658,-4,,,0,BC,,,0,2.5,2013-12-16 00:00:00,,-0.8,,28,1166658.2013.12.16,RED LAKE,,0,,,,,16,,,,0,18.8,2013,,
-120.8,50.935,12,,1166658,-6,,,0,BC,,,1.5,5,2013-12-17 00:00:00,,-0.5,,27,1166658.2013.12.17,RED LAKE,,1.5,,,,,17,,,,0,18.5,2013,,
-120.8,50.935,12,,1166658,-9,,,0,BC,,,0,-9,2013-12-18 00:00:00,,-9,,28,1166658.2013.12.18,RED LAKE,,0,,,,,18,,,,0,27,2013,,
-120.8,50.935,12,,1166658,-17,,,0,BC,,,10,-10,2013-12-19 00:00:00,,-13.5,,27,1166658.2013.12.19,RED LAKE,,10,,,,,19,,,,0,31.5,2013,,
-120.8,50.935,12,,1166658,-14,,,0,BC,,,7,-5.5,2013-12-20 00:00:00,,-9.8,,37,1166658.2013.12.20,RED LAKE,,7,,,,,20,,,,0,27.8,2013,,
-120.8,50.935,12,,1166658,-9,,,0,BC,,,2,-2,2013-12-21 00:00:00,,-5.5,,42,1166658.2013.12.21,RED LAKE,,2,,,,,21,,,,0,23.5,2013,,
-120.8,50.935,12,,1166658,-7,,,0,BC,,,0,-3,2013-12-22 00:00:00,,-5,,42,1166658.2013.12.22,RED LAKE,,0,,,,,22,,,,0,23,2013,,
-120.8,50.935,12,,1166658,-4.5,,,0,BC,,,0,0,2013-12-23 00:00:00,,-2.3,,41,1166658.2013.12.23,RED LAKE,,0,,,,,23,,,,0,20.3,2013,,
-120.8,50.935,12,,1166658,-8,,,0,BC,,,0,-2,2013-12-24 00:00:00,,-5,,39,1166658.2013.12.24,RED LAKE,,0,,,,,24,,,,0,23,2013,,
-120.8,50.935,12,,1166658,-7,,,2,BC,,,2,-1,2013-12-25 00:00:00,,-4,,39,1166658.2013.12.25,RED LAKE,,0,,,,,25,,,,0,22,2013,,
-120.8,50.935,12,,1166658,-6,,,0,BC,T,,0,0,2013-12-26 00:00:00,T,-3,,34,1166658.2013.12.26,RED LAKE,,0,,,,,26,,,,0,21,2013,,
-120.8,50.935,12,,1166658,-1.5,,,1,BC,,,1,5,2013-12-27 00:00:00,,1.8,,34,1166658.2013.12.27,RED LAKE,,0,,,,,27,,,,0,16.2,2013,,
-120.8,50.935,12,,1166658,-5,,,0,BC,,,9,4,2013-12-28 00:00:00,,-0.5,,0,1166658.2013.12.28,RED LAKE,,9,,,,,28,,,,0,18.5,2013,,
-120.8,50.935,12,,1166658,-4.5,,,0,BC,,,0,-3,2013-12-29 00:00:00,,-3.8,,38,1166658.2013.12.29,RED LAKE,,0,,,,,29,,,,0,21.8,2013,,
-120.8,50.935,12,,1166658,-3.5,,,0,BC,,,0,0,2013-12-30 00:00:00,,-1.8,,37,1166658.2013.12.30,RED LAKE,,0,,,,,30,,,,0,19.8,2013,,
-120.8,50.935,12,,1166658,-3.5,,,0,BC,,,0,5,2013-12-31 00:00:00,,0.8,,35,1166658.2013.12.31,RED LAKE,,0,,,,,31,,,,0,17.2,2013,,
-120.8,50.935,1,,1166658,-5,,,0,BC,,,0.5,-1.5,2014-01-01 00:00:00,,-3.3,,34,1166658.2014.1.1,RED LAKE,,0.5,,,,,1,,,,0,21.3,2014,,
-120.8,50.935,1,,1166658,-4.5,,,0,BC,,,10,3.5,2014-01-02 00:00:00,,-0.5,,0,1166658.2014.1.2,RED LAKE,,10,,,,,2,,,,0,18.5,2014,,
-120.8,50.935,1,,1166658,-5,,,0,BC,,,0,-2,2014-01-03 00:00:00,,-3.5,,42,1166658.2014.1.3,RED LAKE,,0,,,,,3,,,,0,21.5,2014,,
-120.8,50.935,1,,1166658,-12.5,,,0,BC,,,0,-6,2014-01-04 00:00:00,,-9.3,,38,1166658.2014.1.4,RED LAKE,,0,,,,,4,,,,0,27.3,2014,,
-120.8,50.935,1,,1166658,-12,,,0,BC,,,0,-6,2014-01-05 00:00:00,,-9,,38,1166658.2014.1.5,RED LAKE,,0,,,,,5,,,,0,27,2014,,
-120.8,50.935,1,,1166658,-14.5,,,0,BC,,,0,-10,2014-01-06 00:00:00,,-12.3,,38,1166658.2014.1.6,RED LAKE,,0,,,,,6,,,,0,30.3,2014,,
-120.8,50.935,1,,1166658,-12,,,0,BC,,,2,-3,2014-01-07 00:00:00,,-7.5,,37,1166658.2014.1.7,RED LAKE,,2,,,,,7,,,,0,25.5,2014,,
