x,y,SNOW_ON_GROUND,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS,ID,COOLING_DEGREE_DAYS,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,MIN_TEMPERATURE,STATION_NAME,CLIMATE_IDENTIFIER,SNOW_ON_GROUND_FLAG,LOCAL_DATE,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,DIRECTION_MAX_GUST,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,MIN_REL_HUMIDITY_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION,TOTAL_SNOW,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG
-120.18194444444444,55.74166666666667,28,0,,31.4,1182285.1996.11.15,0,11,,1996,-15.2,DAWSON CREEK A,1182285,,1996-11-15 00:00:00,15,,-13.4,,-11.6,,,,,,BC,,,,,,1.8,1.8,,
-120.18194444444444,55.74166666666667,28,0,,35,1182285.1996.11.16,0,11,,1996,-18.1,DAWSON CREEK A,1182285,,1996-11-16 00:00:00,16,,-17,,-15.9,,,,,,BC,,,,,,1.7,1.7,,
-120.18194444444444,55.74166666666667,28,0,,35.6,1182285.1996.11.17,0,11,,1996,-19.5,DAWSON CREEK A,1182285,,1996-11-17 00:00:00,17,,-17.6,,-15.7,,,,,,BC,,,,,,3.2,3.2,,
-120.18194444444444,55.74166666666667,25,0,,37.3,1182285.1996.11.18,0,11,,1996,-22.2,DAWSON CREEK A,1182285,,1996-11-18 00:00:00,18,,-19.3,,-16.3,,,,,,BC,,,,,,2,2,,
-120.18194444444444,55.74166666666667,26,0,,37.6,1182285.1996.11.19,0,11,,1996,-21.2,DAWSON CREEK A,1182285,,1996-11-19 00:00:00,19,,-19.6,,-17.9,,,,,,BC,,,,,,4.8,4.8,,
-120.18194444444444,55.74166666666667,28,0,,40.7,1182285.1996.11.20,0,11,,1996,-24.4,DAWSON CREEK A,1182285,,1996-11-20 00:00:00,20,,-22.7,,-20.9,,,,,,BC,,,,,,0.6,0.6,,
-120.18194444444444,55.74166666666667,28,0,,42.2,1182285.1996.11.21,0,11,,1996,-28.7,DAWSON CREEK A,1182285,,1996-11-21 00:00:00,21,,-24.2,,-19.7,,,,,,BC,,,,,,0.4,0.4,,
-120.18194444444444,55.74166666666667,28,0,,43.3,1182285.1996.11.22,0,11,,1996,-29.8,DAWSON CREEK A,1182285,,1996-11-22 00:00:00,22,,-25.3,,-20.7,,,,,,BC,,,,,,0.4,0.4,,
-120.18194444444444,55.74166666666667,28,0,,47,1182285.1996.11.23,0,11,T,1996,-33.3,DAWSON CREEK A,1182285,,1996-11-23 00:00:00,23,,-29,,-24.7,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,28,0,,45,1182285.1996.11.24,0,11,,1996,-33.1,DAWSON CREEK A,1182285,,1996-11-24 00:00:00,24,,-27,,-20.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,28,0,,32.1,1182285.1996.11.25,0,11,,1996,-26.4,DAWSON CREEK A,1182285,,1996-11-25 00:00:00,25,,-14.1,,-1.8,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,28,0.2,,28.5,1182285.1996.11.26,0,11,,1996,-22.8,DAWSON CREEK A,1182285,,1996-11-26 00:00:00,26,,-10.5,,1.9,,,,,,BC,,,,,,1.8,1.6,,
-120.18194444444444,55.74166666666667,25,0,,19.5,1182285.1996.11.27,0,11,T,1996,-8.1,DAWSON CREEK A,1182285,,1996-11-27 00:00:00,27,,-1.5,,5.2,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,20,0,,19.2,1182285.1996.11.28,0,11,T,1996,-3.1,DAWSON CREEK A,1182285,,1996-11-28 00:00:00,28,,-1.2,,0.8,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,20,0,,31.9,1182285.1996.11.29,0,11,,1996,-18.4,DAWSON CREEK A,1182285,,1996-11-29 00:00:00,29,,-13.9,,-9.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,,0,,30.6,1182285.1996.11.30,0,11,T,1996,-16.4,DAWSON CREEK A,1182285,M,1996-11-30 00:00:00,30,,-12.6,,-8.8,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,23,0,,30.4,1182285.1996.12.1,0,12,,1996,-13.9,DAWSON CREEK A,1182285,,1996-12-01 00:00:00,1,,-12.4,,-10.8,,,,,,BC,,,,,,2.2,2.2,,
-120.18194444444444,55.74166666666667,25,0,,37,1182285.1996.12.2,0,12,,1996,-26.3,DAWSON CREEK A,1182285,,1996-12-02 00:00:00,2,,-19,,-11.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,25,0,,33.8,1182285.1996.12.3,0,12,T,1996,-29.8,DAWSON CREEK A,1182285,,1996-12-03 00:00:00,3,,-15.8,,-1.7,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,25,0,,21.6,1182285.1996.12.4,0,12,T,1996,-8.3,DAWSON CREEK A,1182285,,1996-12-04 00:00:00,4,,-3.6,,1.2,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,25,0,,22.9,1182285.1996.12.5,0,12,,1996,-11.8,DAWSON CREEK A,1182285,,1996-12-05 00:00:00,5,,-4.9,,2.1,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,22,0,,31.5,1182285.1996.12.6,0,12,,1996,-17,DAWSON CREEK A,1182285,,1996-12-06 00:00:00,6,,-13.5,,-10,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,22,0,,33,1182285.1996.12.7,0,12,,1996,-19,DAWSON CREEK A,1182285,,1996-12-07 00:00:00,7,,-15,,-10.9,,,,,,BC,,,,,,0.8,0.8,,
-120.18194444444444,55.74166666666667,22,0,,35.3,1182285.1996.12.8,0,12,,1996,-21.4,DAWSON CREEK A,1182285,,1996-12-08 00:00:00,8,,-17.3,,-13.1,,,,,,BC,,,,,,0.6,0.6,,
-120.18194444444444,55.74166666666667,22,0,,36.7,1182285.1996.12.9,0,12,T,1996,-22.4,DAWSON CREEK A,1182285,,1996-12-09 00:00:00,9,,-18.7,,-14.9,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,22,0,,37,1182285.1996.12.10,0,12,,1996,-24.4,DAWSON CREEK A,1182285,,1996-12-10 00:00:00,10,,-19,,-13.6,,,,,,BC,,,,,,1.6,1.6,,
-120.18194444444444,55.74166666666667,23,0,,37.6,1182285.1996.12.11,0,12,T,1996,-27.3,DAWSON CREEK A,1182285,,1996-12-11 00:00:00,11,,-19.6,,-11.9,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,23,0,,36.1,1182285.1996.12.12,0,12,,1996,-22.5,DAWSON CREEK A,1182285,,1996-12-12 00:00:00,12,,-18.1,,-13.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,23,0,,31.4,1182285.1996.12.13,0,12,,1996,-24.1,DAWSON CREEK A,1182285,,1996-12-13 00:00:00,13,,-13.4,,-2.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,23,0,,28.3,1182285.1996.12.14,0,12,,1996,-22.1,DAWSON CREEK A,1182285,,1996-12-14 00:00:00,14,,-10.3,,1.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,23,0,,25.6,1182285.1996.12.15,0,12,,1996,-9.8,DAWSON CREEK A,1182285,,1996-12-15 00:00:00,15,,-7.6,,-5.4,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,23,0,,35.2,1182285.1996.12.16,0,12,,1996,-24.5,DAWSON CREEK A,1182285,,1996-12-16 00:00:00,16,,-17.2,,-9.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,23,0,,31,1182285.1996.12.17,0,12,,1996,-29.3,DAWSON CREEK A,1182285,,1996-12-17 00:00:00,17,,-13,,3.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,23,0,,24.5,1182285.1996.12.18,0,12,T,1996,-15.6,DAWSON CREEK A,1182285,,1996-12-18 00:00:00,18,,-6.5,,2.6,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,23,0,,23.7,1182285.1996.12.19,0,12,,1996,-10.4,DAWSON CREEK A,1182285,,1996-12-19 00:00:00,19,,-5.7,,-1,,,,,,BC,,,,,,8.6,8.6,,
-120.18194444444444,55.74166666666667,30,0,,38,1182285.1996.12.20,0,12,,1996,-22.9,DAWSON CREEK A,1182285,,1996-12-20 00:00:00,20,,-20,,-17.1,,,,,,BC,,,,,,4.8,4.8,,
-120.18194444444444,55.74166666666667,34,0,,47,1182285.1996.12.21,0,12,,1996,-30.5,DAWSON CREEK A,1182285,,1996-12-21 00:00:00,21,,-29,,-27.4,,,,,,BC,,,,,,1.6,1.6,,
-120.18194444444444,55.74166666666667,36,0,,50.1,1182285.1996.12.22,0,12,T,1996,-34.1,DAWSON CREEK A,1182285,,1996-12-22 00:00:00,22,,-32.1,,-30.1,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,36,0,,55.8,1182285.1996.12.23,0,12,,1996,-42.6,DAWSON CREEK A,1182285,,1996-12-23 00:00:00,23,,-37.8,,-32.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,36,0,,47.4,1182285.1996.12.24,0,12,T,1996,-42.9,DAWSON CREEK A,1182285,,1996-12-24 00:00:00,24,,-29.4,,-15.8,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,36,0,,41.6,1182285.1996.12.25,0,12,T,1996,-32.4,DAWSON CREEK A,1182285,,1996-12-25 00:00:00,25,,-23.6,,-14.8,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,36,0,,44.8,1182285.1996.12.26,0,12,,1996,-34.4,DAWSON CREEK A,1182285,,1996-12-26 00:00:00,26,,-26.8,,-19.1,,,,,,BC,,,,,,0.8,0.8,,
-120.18194444444444,55.74166666666667,36,0,,50.1,1182285.1996.12.27,0,12,,1996,-37.3,DAWSON CREEK A,1182285,,1996-12-27 00:00:00,27,,-32.1,,-26.8,,,,,,BC,,,,,,0.5,0.5,,
-120.18194444444444,55.74166666666667,36,0,,50.4,1182285.1996.12.28,0,12,,1996,-40,DAWSON CREEK A,1182285,,1996-12-28 00:00:00,28,,-32.4,,-24.8,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,36,0,,53.3,1182285.1996.12.29,0,12,,1996,-41.4,DAWSON CREEK A,1182285,,1996-12-29 00:00:00,29,,-35.3,,-29.2,,,,,,BC,,,,,,1,1,,
-120.18194444444444,55.74166666666667,36,0,,47.4,1182285.1996.12.30,0,12,,1996,-34,DAWSON CREEK A,1182285,,1996-12-30 00:00:00,30,,-29.4,,-24.8,,,,,,BC,,,,,,2.2,2.2,,
-120.18194444444444,55.74166666666667,37,0,,42.8,1182285.1996.12.31,0,12,,1996,-28.5,DAWSON CREEK A,1182285,,1996-12-31 00:00:00,31,,-24.8,,-21,,,,,,BC,,,,,,11.4,11.4,,
-120.18194444444444,55.74166666666667,45,0,,44.6,1182285.1997.1.1,0,1,,1997,-31.3,DAWSON CREEK A,1182285,,1997-01-01 00:00:00,1,,-26.6,,-21.8,,,,,,BC,,,,,,0.4,0.6,,
-120.18194444444444,55.74166666666667,45,0,,45.4,1182285.1997.1.2,0,1,,1997,-32.5,DAWSON CREEK A,1182285,,1997-01-02 00:00:00,2,,-27.4,,-22.3,,,,,,BC,,,,,,5.8,8,,
-120.18194444444444,55.74166666666667,48,0,,46.3,1182285.1997.1.3,0,1,T,1997,-34.1,DAWSON CREEK A,1182285,,1997-01-03 00:00:00,3,,-28.3,,-22.4,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,48,0,,37.5,1182285.1997.1.4,0,1,,1997,-33.9,DAWSON CREEK A,1182285,,1997-01-04 00:00:00,4,,-19.5,,-5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,26.5,1182285.1997.1.5,0,1,,1997,-16.8,DAWSON CREEK A,1182285,,1997-01-05 00:00:00,5,,-8.5,,-0.2,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,21.1,1182285.1997.1.6,0,1,,1997,-8.1,DAWSON CREEK A,1182285,,1997-01-06 00:00:00,6,,-3.1,,1.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,44,0,,22.1,1182285.1997.1.7,0,1,,1997,-10.4,DAWSON CREEK A,1182285,,1997-01-07 00:00:00,7,,-4.1,,2.2,,,,,,BC,,,,,,1.3,1.3,,
-120.18194444444444,55.74166666666667,42,0,,40.1,1182285.1997.1.8,0,1,T,1997,-23,DAWSON CREEK A,1182285,,1997-01-08 00:00:00,8,,-22.1,,-21.1,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,42,0,,39.9,1182285.1997.1.9,0,1,,1997,-22.8,DAWSON CREEK A,1182285,,1997-01-09 00:00:00,9,,-21.9,,-21,,,,T,,BC,,,,,,6.8,8.2,,
-120.18194444444444,55.74166666666667,47,0,,39.8,1182285.1997.1.10,0,1,T,1997,-23.8,DAWSON CREEK A,1182285,,1997-01-10 00:00:00,10,,-21.8,,-19.7,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,47,0,,42,1182285.1997.1.11,0,1,,1997,-26.4,DAWSON CREEK A,1182285,,1997-01-11 00:00:00,11,,-24,,-21.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,47,0,,38.8,1182285.1997.1.12,0,1,,1997,-28.8,DAWSON CREEK A,1182285,,1997-01-12 00:00:00,12,,-20.8,,-12.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,29.8,1182285.1997.1.13,0,1,,1997,-21.9,DAWSON CREEK A,1182285,,1997-01-13 00:00:00,13,,-11.8,,-1.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,28.3,1182285.1997.1.14,0,1,T,1997,-18.8,DAWSON CREEK A,1182285,,1997-01-14 00:00:00,14,,-10.3,,-1.8,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,45,0,,37.2,1182285.1997.1.15,0,1,T,1997,-24.3,DAWSON CREEK A,1182285,,1997-01-15 00:00:00,15,,-19.2,,-14,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,45,0,,40.7,1182285.1997.1.16,0,1,,1997,-30.6,DAWSON CREEK A,1182285,,1997-01-16 00:00:00,16,,-22.7,,-14.7,,,,,,BC,,,,,,0.4,0.4,,
-120.18194444444444,55.74166666666667,45,0,,29.2,1182285.1997.1.17,0,1,,1997,-26.9,DAWSON CREEK A,1182285,,1997-01-17 00:00:00,17,,-11.2,,4.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,44,0,,19.8,1182285.1997.1.18,0,1,,1997,-6.7,DAWSON CREEK A,1182285,,1997-01-18 00:00:00,18,,-1.8,,3.2,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,43,0,,28,1182285.1997.1.19,0,1,,1997,-15.7,DAWSON CREEK A,1182285,,1997-01-19 00:00:00,19,,-10,,-4.3,,,,,,BC,,,,,,7.2,9,,
-120.18194444444444,55.74166666666667,52,0,,29.3,1182285.1997.1.20,0,1,,1997,-13.5,DAWSON CREEK A,1182285,,1997-01-20 00:00:00,20,,-11.3,,-9.1,,,,T,,BC,,,,,,2.6,3.2,,
-120.18194444444444,55.74166666666667,53,0,,33.2,1182285.1997.1.21,0,1,,1997,-15.7,DAWSON CREEK A,1182285,,1997-01-21 00:00:00,21,,-15.2,,-14.6,,,,,,BC,,,,,,4.2,6,,
-120.18194444444444,55.74166666666667,58,0,,41.1,1182285.1997.1.22,0,1,,1997,-28.9,DAWSON CREEK A,1182285,,1997-01-22 00:00:00,22,,-23.1,,-17.3,,,,,,BC,,,,,,1.2,1.6,,
-120.18194444444444,55.74166666666667,59,0,,48,1182285.1997.1.23,0,1,,1997,-32.9,DAWSON CREEK A,1182285,,1997-01-23 00:00:00,23,,-30,,-27.1,,,,,,BC,,,,,,0.2,0.4,,
-120.18194444444444,55.74166666666667,59,0,,56.2,1182285.1997.1.24,0,1,,1997,-44.5,DAWSON CREEK A,1182285,,1997-01-24 00:00:00,24,,-38.2,,-31.8,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,59,0,,59.4,1182285.1997.1.25,0,1,,1997,-48,DAWSON CREEK A,1182285,,1997-01-25 00:00:00,25,,-41.4,,-34.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,59,0,,53.4,1182285.1997.1.26,0,1,,1997,-46.8,DAWSON CREEK A,1182285,,1997-01-26 00:00:00,26,,-35.4,,-24,,,,,,BC,,,,,,1.6,2,,
-120.18194444444444,55.74166666666667,61,0,,44.1,1182285.1997.1.27,0,1,,1997,-29.9,DAWSON CREEK A,1182285,,1997-01-27 00:00:00,27,,-26.1,,-22.2,,,,,,BC,,,,,,0.6,0.6,,
-120.18194444444444,55.74166666666667,61,0,,28.1,1182285.1997.1.28,0,1,T,1997,-24,DAWSON CREEK A,1182285,,1997-01-28 00:00:00,28,,-10.1,,3.9,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,60,0.8,,23,1182285.1997.1.29,0,1,,1997,-17,DAWSON CREEK A,1182285,,1997-01-29 00:00:00,29,,-5,,7,,,,,,BC,,,,,,0.8,0,,
-120.18194444444444,55.74166666666667,51,0,,13.8,1182285.1997.1.30,0,1,,1997,1.5,DAWSON CREEK A,1182285,,1997-01-30 00:00:00,30,,4.2,,6.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,15.4,1182285.1997.1.31,0,1,,1997,-0.5,DAWSON CREEK A,1182285,,1997-01-31 00:00:00,31,,2.6,,5.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,44,0,,22.8,1182285.1997.2.1,0,2,,1997,-12.8,DAWSON CREEK A,1182285,,1997-02-01 00:00:00,1,,-4.8,,3.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,43,0,,22,1182285.1997.2.2,0,2,T,1997,-9.9,DAWSON CREEK A,1182285,,1997-02-02 00:00:00,2,,-4,,2,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,43,0,,25.3,1182285.1997.2.3,0,2,,1997,-17.2,DAWSON CREEK A,1182285,,1997-02-03 00:00:00,3,,-7.3,,2.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,43,0,,25.1,1182285.1997.2.4,0,2,,1997,-18.1,DAWSON CREEK A,1182285,,1997-02-04 00:00:00,4,,-7.1,,4,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,43,0,,19.4,1182285.1997.2.5,0,2,,1997,-6.5,DAWSON CREEK A,1182285,,1997-02-05 00:00:00,5,,-1.4,,3.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,40,0,,22.9,1182285.1997.2.6,0,2,,1997,-14.4,DAWSON CREEK A,1182285,,1997-02-06 00:00:00,6,,-4.9,,4.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,40,0,,21.4,1182285.1997.2.7,0,2,,1997,-12.2,DAWSON CREEK A,1182285,,1997-02-07 00:00:00,7,,-3.4,,5.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,36,0,,21.8,1182285.1997.2.8,0,2,,1997,-9.9,DAWSON CREEK A,1182285,,1997-02-08 00:00:00,8,,-3.8,,2.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,36,0,,30.8,1182285.1997.2.9,0,2,,1997,-20,DAWSON CREEK A,1182285,,1997-02-09 00:00:00,9,,-12.8,,-5.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,36,0,,31.1,1182285.1997.2.10,0,2,,1997,-22.1,DAWSON CREEK A,1182285,,1997-02-10 00:00:00,10,,-13.1,,-4.1,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,36,0,,34.3,1182285.1997.2.11,0,2,,1997,-22.4,DAWSON CREEK A,1182285,,1997-02-11 00:00:00,11,,-16.3,,-10.2,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,36,0.6,,26.9,1182285.1997.2.12,0,2,,1997,-15,DAWSON CREEK A,1182285,,1997-02-12 00:00:00,12,,-8.9,,-2.8,,,,,,BC,,,,,,5.4,6.6,,
-120.18194444444444,55.74166666666667,39,0,,28.7,1182285.1997.2.13,0,2,T,1997,-18.6,DAWSON CREEK A,1182285,,1997-02-13 00:00:00,13,,-10.7,,-2.7,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,39,0,,29.2,1182285.1997.2.14,0,2,,1997,-12.7,DAWSON CREEK A,1182285,,1997-02-14 00:00:00,14,,-11.2,,-9.7,,,,,,BC,,,,,,6,8,,
-120.18194444444444,55.74166666666667,47,0,,31,1182285.1997.2.15,0,2,,1997,-14.3,DAWSON CREEK A,1182285,,1997-02-15 00:00:00,15,,-13,,-11.7,,,,T,,BC,,,,,,12,12.6,,
-120.18194444444444,55.74166666666667,60,0,,29.1,1182285.1997.2.16,0,2,,1997,-13.9,DAWSON CREEK A,1182285,,1997-02-16 00:00:00,16,,-11.1,,-8.3,,,,,,BC,,,,,,1.4,1.4,,
-120.18194444444444,55.74166666666667,60,0,,33.1,1182285.1997.2.17,0,2,,1997,-16.6,DAWSON CREEK A,1182285,,1997-02-17 00:00:00,17,,-15.1,,-13.5,,,,,,BC,,,,,,0.4,0.6,,
-120.18194444444444,55.74166666666667,60,0,,35.2,1182285.1997.2.18,0,2,,1997,-24.5,DAWSON CREEK A,1182285,,1997-02-18 00:00:00,18,,-17.2,,-9.8,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,60,0,,28.2,1182285.1997.2.19,0,2,T,1997,-16.2,DAWSON CREEK A,1182285,,1997-02-19 00:00:00,19,,-10.2,,-4.1,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,60,0,,31.4,1182285.1997.2.20,0,2,T,1997,-24.3,DAWSON CREEK A,1182285,,1997-02-20 00:00:00,20,,-13.4,,-2.4,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,60,0,,26.8,1182285.1997.2.21,0,2,,1997,-21.5,DAWSON CREEK A,1182285,,1997-02-21 00:00:00,21,,-8.8,,4,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,60,0,,24.8,1182285.1997.2.22,0,2,,1997,-17.7,DAWSON CREEK A,1182285,,1997-02-22 00:00:00,22,,-6.8,,4.1,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,56,0,,17.3,1182285.1997.2.23,0,2,,1997,-9.7,DAWSON CREEK A,1182285,,1997-02-23 00:00:00,23,,0.7,,11,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,50,0,,11.9,1182285.1997.2.24,0,2,,1997,2.4,DAWSON CREEK A,1182285,,1997-02-24 00:00:00,24,,6.1,,9.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,19.1,1182285.1997.2.25,0,2,,1997,-9,DAWSON CREEK A,1182285,,1997-02-25 00:00:00,25,,-1.1,,6.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,24.9,1182285.1997.2.26,0,2,T,1997,-12.4,DAWSON CREEK A,1182285,,1997-02-26 00:00:00,26,,-6.9,,-1.4,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,46,0,,23.3,1182285.1997.2.27,0,2,,1997,-11.4,DAWSON CREEK A,1182285,,1997-02-27 00:00:00,27,,-5.3,,0.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,46,0,,27.8,1182285.1997.2.28,0,2,,1997,-13,DAWSON CREEK A,1182285,,1997-02-28 00:00:00,28,,-9.8,,-6.5,,,,,,BC,,,,,,0.4,0.6,,
-120.18194444444444,55.74166666666667,52,0,,34.5,1182285.1997.3.1,0,3,,1997,-16.8,DAWSON CREEK A,1182285,,1997-03-01 00:00:00,1,,-16.5,,-16.1,,,,,,BC,,,,,,4.4,5.4,,
-120.18194444444444,55.74166666666667,55,0,,35,1182285.1997.3.2,0,3,,1997,-18.3,DAWSON CREEK A,1182285,,1997-03-02 00:00:00,2,,-17,,-15.7,,,,,,BC,,,,,,3.4,4,,
-120.18194444444444,55.74166666666667,56,0,,35.7,1182285.1997.3.3,0,3,,1997,-19.2,DAWSON CREEK A,1182285,,1997-03-03 00:00:00,3,,-17.7,,-16.2,,,,,,BC,,,,,,0.7,0.9,,
-120.18194444444444,55.74166666666667,56,0,,36.6,1182285.1997.3.4,0,3,T,1997,-23,DAWSON CREEK A,1182285,,1997-03-04 00:00:00,4,,-18.6,,-14.2,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,56,0,,40.6,1182285.1997.3.5,0,3,,1997,-31.7,DAWSON CREEK A,1182285,,1997-03-05 00:00:00,5,,-22.6,,-13.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,56,0,,32.7,1182285.1997.3.6,0,3,T,1997,-22.9,DAWSON CREEK A,1182285,,1997-03-06 00:00:00,6,,-14.7,,-6.5,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,56,0,,25.7,1182285.1997.3.7,0,3,,1997,-15.3,DAWSON CREEK A,1182285,,1997-03-07 00:00:00,7,,-7.7,,-0.1,,,,,,BC,,,,,,3.8,4.2,,
-120.18194444444444,55.74166666666667,58,0,,19.2,1182285.1997.3.8,0,3,,1997,-4.5,DAWSON CREEK A,1182285,,1997-03-08 00:00:00,8,,-1.2,,2.1,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,58,0,,25.5,1182285.1997.3.9,0,3,,1997,-12.7,DAWSON CREEK A,1182285,,1997-03-09 00:00:00,9,,-7.5,,-2.2,,,,,,BC,,,,,,4.8,9,,
-120.18194444444444,55.74166666666667,65,0,,26.6,1182285.1997.3.10,0,3,,1997,-12.5,DAWSON CREEK A,1182285,,1997-03-10 00:00:00,10,,-8.6,,-4.6,,,,,,BC,,,,,,0.8,1.4,,
-120.18194444444444,55.74166666666667,66,0,,31.8,1182285.1997.3.11,0,3,,1997,-15.3,DAWSON CREEK A,1182285,,1997-03-11 00:00:00,11,,-13.8,,-12.3,,,,,,BC,,,,,,2.8,3.4,,
-120.18194444444444,55.74166666666667,68,0,,34.3,1182285.1997.3.12,0,3,,1997,-17.7,DAWSON CREEK A,1182285,,1997-03-12 00:00:00,12,,-16.3,,-14.9,,,,,,BC,,,,,,3.4,3.6,,
-120.18194444444444,55.74166666666667,70,0,,38.6,1182285.1997.3.13,0,3,T,1997,-27.2,DAWSON CREEK A,1182285,,1997-03-13 00:00:00,13,,-20.6,,-14,,,,,,BC,,,,,,0,0,,T
