x,y,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,DIRECTION_MAX_GUST,LOCAL_DAY,TOTAL_PRECIPITATION_FLAG,STATION_NAME,LOCAL_YEAR,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,TOTAL_RAIN_FLAG,LOCAL_MONTH,SPEED_MAX_GUST,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,LOCAL_DATE,TOTAL_SNOW,ID,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,PROVINCE_CODE,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1990,3.5,,,,14.5,0,,16,,,0,,4,,,0,,1990-04-30 00:00:00,0,3060903.1990.4.30,,,AB,,M,-9,
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1990,4.5,,,,13.5,0.4,,13.5,,0,0,,5,,,0.4,,1990-05-01 00:00:00,0,3060903.1990.5.1,,,AB,,,-4.5,
-117.86666666666666,53.35,3060903,,,2,,BRULE BLACK CAT,1990,8.3,,,,9.7,0,,15,,0,0,,5,,,0,,1990-05-02 00:00:00,0,3060903.1990.5.2,,,AB,,,1.5,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1990,7.8,,,,10.2,0,,17.5,,0,0,,5,,,0,,1990-05-03 00:00:00,0,3060903.1990.5.3,,,AB,,,-2,
-117.86666666666666,53.35,3060903,,,4,,BRULE BLACK CAT,1990,9.3,,,,8.7,0,,21.5,,0,0,,5,,,0,,1990-05-04 00:00:00,0,3060903.1990.5.4,,,AB,,,-3,
-117.86666666666666,53.35,3060903,,,5,,BRULE BLACK CAT,1990,12,,,,6,0,,25,,0,0,,5,,,0,,1990-05-05 00:00:00,0,3060903.1990.5.5,,,AB,,,-1,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1990,4.8,,,,13.2,0,,10.5,,0,0,,5,,,0,,1990-05-06 00:00:00,0,3060903.1990.5.6,,,AB,,,-1,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1990,0.5,,,,17.5,1.5,,7,,0,0,,5,,,1,,1990-05-07 00:00:00,0.5,3060903.1990.5.7,,,AB,,,-6,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1990,4,,,,14,0,,13,,0,0,,5,,,0,,1990-05-08 00:00:00,0,3060903.1990.5.8,,,AB,,,-5,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1990,4.8,,,,13.2,2.4,,11.5,,0,0,,5,,,2.4,,1990-05-09 00:00:00,0,3060903.1990.5.9,,,AB,,,-2,
-117.86666666666666,53.35,3060903,,,10,,BRULE BLACK CAT,1990,4.5,,,,13.5,6.8,,10,,0,0,,5,,,4.8,,1990-05-10 00:00:00,2,3060903.1990.5.10,,,AB,,,-1,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1990,2,,,,16,8,,4,,0,0,,5,,,6,,1990-05-11 00:00:00,2,3060903.1990.5.11,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1990,3.8,,,,14.2,3.4,,7.5,,0,0,,5,,,3.4,,1990-05-12 00:00:00,0,3060903.1990.5.12,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1990,5,,,,13,0.4,,10,,0,0,,5,,,0.4,,1990-05-13 00:00:00,0,3060903.1990.5.13,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,14,,BRULE BLACK CAT,1990,3.8,,,,14.2,5,,11.5,,0,0,,5,,,5,,1990-05-14 00:00:00,0,3060903.1990.5.14,,,AB,,,-4,
-117.86666666666666,53.35,3060903,,,15,,BRULE BLACK CAT,1990,6,,,,12,0.6,,14,,0,0,,5,,,0.6,,1990-05-15 00:00:00,0,3060903.1990.5.15,,,AB,,,-2,
-117.86666666666666,53.35,3060903,,,16,,BRULE BLACK CAT,1990,4.9,,,,13.1,5,,13.5,,0,0,,5,,,5,,1990-05-16 00:00:00,0,3060903.1990.5.16,,,AB,,,-3.8,
-117.86666666666666,53.35,3060903,,,17,,BRULE BLACK CAT,1990,5.5,,,,12.5,18.4,,13,,0,0,,5,,,18.4,,1990-05-17 00:00:00,0,3060903.1990.5.17,,,AB,,,-2,
-117.86666666666666,53.35,3060903,,,18,T,BRULE BLACK CAT,1990,5.3,,,,12.7,0,,13,,0,0,T,5,,,0,,1990-05-18 00:00:00,0,3060903.1990.5.18,,,AB,,,-2.5,
-117.86666666666666,53.35,3060903,,,19,,BRULE BLACK CAT,1990,7.5,,,,10.5,3.2,,17,,0,0,,5,,,3.2,,1990-05-19 00:00:00,0,3060903.1990.5.19,,,AB,,,-2,
-117.86666666666666,53.35,3060903,,,20,,BRULE BLACK CAT,1990,7.5,,,,10.5,0.6,,15,,0,0,,5,,,0.6,,1990-05-20 00:00:00,0,3060903.1990.5.20,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,21,,BRULE BLACK CAT,1990,7.5,,,,10.5,5.6,,12.5,,0,0,,5,,,5.6,,1990-05-21 00:00:00,0,3060903.1990.5.21,,,AB,,,2.5,
-117.86666666666666,53.35,3060903,,,22,,BRULE BLACK CAT,1990,8.3,,,,9.7,1,,19.5,,0,0,,5,,,1,,1990-05-22 00:00:00,0,3060903.1990.5.22,,,AB,,,-3,
-117.86666666666666,53.35,3060903,,,23,,BRULE BLACK CAT,1990,9.5,,,,8.5,0,,19,,0,0,,5,,,0,,1990-05-23 00:00:00,0,3060903.1990.5.23,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,24,,BRULE BLACK CAT,1990,7.5,,,,10.5,5.2,,13,,0,0,,5,,,5.2,,1990-05-24 00:00:00,0,3060903.1990.5.24,,,AB,,,2,
-117.86666666666666,53.35,3060903,,,25,,BRULE BLACK CAT,1990,11,,,,7,2,,16,,0,0,,5,,,2,,1990-05-25 00:00:00,0,3060903.1990.5.25,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,26,,BRULE BLACK CAT,1990,10.8,,,,7.2,0,,20,,0,0,,5,,,0,,1990-05-26 00:00:00,0,3060903.1990.5.26,,,AB,,,1.5,
-117.86666666666666,53.35,3060903,,,27,,BRULE BLACK CAT,1990,10.5,,,,7.5,0,,20.5,,0,0,,5,,,0,,1990-05-27 00:00:00,0,3060903.1990.5.27,,,AB,,,0.5,
-117.86666666666666,53.35,3060903,,,28,,BRULE BLACK CAT,1990,11.3,,,,6.7,0,,21.5,,0,0,,5,,,0,,1990-05-28 00:00:00,0,3060903.1990.5.28,,,AB,,,1,
-117.86666666666666,53.35,3060903,,,29,,BRULE BLACK CAT,1990,13.3,,,,4.7,4,,21,,0,0,,5,,,4,,1990-05-29 00:00:00,0,3060903.1990.5.29,,,AB,,,5.5,
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1990,11,,,,7,30,,13,,0,0,,5,,,30,,1990-05-30 00:00:00,0,3060903.1990.5.30,,,AB,,,9,
-117.86666666666666,53.35,3060903,,,31,,BRULE BLACK CAT,1990,13.3,,,,4.7,0,,21.5,,0,0,,5,,,0,,1990-05-31 00:00:00,0,3060903.1990.5.31,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1990,11.5,,,,6.5,0.6,,16,,0,0,,6,,,0.6,,1990-06-01 00:00:00,0,3060903.1990.6.1,,,AB,,,7,
-117.86666666666666,53.35,3060903,,,2,,BRULE BLACK CAT,1990,9.3,,,,8.7,5,,13,,0,0,,6,,,5,,1990-06-02 00:00:00,0,3060903.1990.6.2,,,AB,,,5.5,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1990,10,,,,8,0.6,,19,,0,0,,6,,,0.6,,1990-06-03 00:00:00,0,3060903.1990.6.3,,,AB,,,1,
-117.86666666666666,53.35,3060903,,,4,,BRULE BLACK CAT,1990,9,,,,9,0.3,,14,,0,0,,6,,,0.3,,1990-06-04 00:00:00,0,3060903.1990.6.4,,,AB,,,4,
-117.86666666666666,53.35,3060903,,,5,,BRULE BLACK CAT,1990,11.5,,,,6.5,1,,18,,0,0,,6,,,1,,1990-06-05 00:00:00,0,3060903.1990.6.5,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1990,10,,,,8,0.2,,20,,0,0,,6,,,0.2,,1990-06-06 00:00:00,0,3060903.1990.6.6,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1990,11.5,,,,6.5,0,,22,,0,0,,6,,,0,,1990-06-07 00:00:00,0,3060903.1990.6.7,,,AB,,,1,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1990,10.8,,,,7.2,0,,20,,0,0,,6,,,0,,1990-06-08 00:00:00,0,3060903.1990.6.8,,,AB,,,1.5,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1990,10.5,,,,7.5,0,,19.5,,0,0,,6,,,0,,1990-06-09 00:00:00,0,3060903.1990.6.9,,,AB,,,1.5,
-117.86666666666666,53.35,3060903,,,10,,BRULE BLACK CAT,1990,9.8,,,,8.2,9.4,,15,,0,0,,6,,,9.4,,1990-06-10 00:00:00,0,3060903.1990.6.10,,,AB,,,4.5,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1990,5,,,,13,17.4,,10,,0,0,,6,,,17.4,,1990-06-11 00:00:00,0,3060903.1990.6.11,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1990,6.5,,,,11.5,23,,9,,0,0,,6,,,23,,1990-06-12 00:00:00,0,3060903.1990.6.12,,,AB,,,4,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1990,9,,,,9,1.2,,14,,0,0,,6,,,1.2,,1990-06-13 00:00:00,0,3060903.1990.6.13,,,AB,,,4,
-117.86666666666666,53.35,3060903,,,14,,BRULE BLACK CAT,1990,9,,,,9,0.4,,19,,0,0,,6,,,0.4,,1990-06-14 00:00:00,0,3060903.1990.6.14,,,AB,,,-1,
-117.86666666666666,53.35,3060903,,,15,T,BRULE BLACK CAT,1990,12.8,,,,5.2,0,,23.5,,0,0,T,6,,,0,,1990-06-15 00:00:00,0,3060903.1990.6.15,,,AB,,,2,
-117.86666666666666,53.35,3060903,,,16,,BRULE BLACK CAT,1990,13,,,,5,1,,20,,0,0,,6,,,1,,1990-06-16 00:00:00,0,3060903.1990.6.16,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,17,,BRULE BLACK CAT,1990,12.8,,,,5.2,0,,20.5,,0,0,,6,,,0,,1990-06-17 00:00:00,0,3060903.1990.6.17,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,18,,BRULE BLACK CAT,1990,13.5,,,,4.5,1.4,,19,,0,0,,6,,,1.4,,1990-06-18 00:00:00,0,3060903.1990.6.18,,,AB,,,8,
-117.86666666666666,53.35,3060903,,,19,,BRULE BLACK CAT,1990,11.5,,,,6.5,0.4,,21,,0,0,,6,,,0.4,,1990-06-19 00:00:00,0,3060903.1990.6.19,,,AB,,,2,
-117.86666666666666,53.35,3060903,,,20,,BRULE BLACK CAT,1990,13,,,,5,0,,21,,0,0,,6,,,0,,1990-06-20 00:00:00,0,3060903.1990.6.20,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,21,,BRULE BLACK CAT,1990,13.5,,,,4.5,0,,25,,0,0,,6,,,0,,1990-06-21 00:00:00,0,3060903.1990.6.21,,,AB,,,2,
-117.86666666666666,53.35,3060903,,,22,,BRULE BLACK CAT,1990,16.8,,,,1.2,0,,29,,0,0,,6,,,0,,1990-06-22 00:00:00,0,3060903.1990.6.22,,,AB,,,4.5,
-117.86666666666666,53.35,3060903,,,23,,BRULE BLACK CAT,1990,17,,,,1,0.2,,25,,0,0,,6,,,0.2,,1990-06-23 00:00:00,0,3060903.1990.6.23,,,AB,,,9,
-117.86666666666666,53.35,3060903,,,24,,BRULE BLACK CAT,1990,12.5,,,,5.5,0.8,,20,,0,0,,6,,,0.8,,1990-06-24 00:00:00,0,3060903.1990.6.24,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,25,,BRULE BLACK CAT,1990,14,,,,4,0,,24,,0,0,,6,,,0,,1990-06-25 00:00:00,0,3060903.1990.6.25,,,AB,,,4,
-117.86666666666666,53.35,3060903,,,26,,BRULE BLACK CAT,1990,14.8,,,,3.2,1,,23,,0,0,,6,,,1,,1990-06-26 00:00:00,0,3060903.1990.6.26,,,AB,,,6.5,
-117.86666666666666,53.35,3060903,,,27,,BRULE BLACK CAT,1990,14.3,,,,3.7,3.2,,22.5,,0,0,,6,,,3.2,,1990-06-27 00:00:00,0,3060903.1990.6.27,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,28,,BRULE BLACK CAT,1990,10.3,,,,7.7,9.6,,17.5,,0,0,,6,,,9.6,,1990-06-28 00:00:00,0,3060903.1990.6.28,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,29,,BRULE BLACK CAT,1990,12.8,,,,5.2,0.2,,22,,0,0,,6,,,0.2,,1990-06-29 00:00:00,0,3060903.1990.6.29,,,AB,,,3.5,
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1990,14.5,,,,3.5,0,,23,,0,0,,6,,,0,,1990-06-30 00:00:00,0,3060903.1990.6.30,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1990,12,,,,6,4,,19,,0,0,,7,,,4,,1990-07-01 00:00:00,0,3060903.1990.7.1,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,2,,BRULE BLACK CAT,1990,9.8,,,,8.2,31,,12,,0,0,,7,,,31,,1990-07-02 00:00:00,0,3060903.1990.7.2,,,AB,,,7.5,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1990,10,,,,8,8.6,,12,,0,0,,7,,,8.6,,1990-07-03 00:00:00,0,3060903.1990.7.3,,,AB,,,8,
-117.86666666666666,53.35,3060903,,,4,,BRULE BLACK CAT,1990,11.8,,,,6.2,0.4,,19.5,,0,0,,7,,,0.4,,1990-07-04 00:00:00,0,3060903.1990.7.4,,,AB,,,4,
-117.86666666666666,53.35,3060903,,,5,,BRULE BLACK CAT,1990,15,,,,3,18.6,,24,,0,0,,7,,,18.6,,1990-07-05 00:00:00,0,3060903.1990.7.5,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1990,11,,,,7,30,,13,,0,0,,7,,,30,,1990-07-06 00:00:00,0,3060903.1990.7.6,,,AB,,,9,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1990,14.5,,,,3.5,0,,22,,0,0,,7,,,0,,1990-07-07 00:00:00,0,3060903.1990.7.7,,,AB,,,7,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1990,15.3,,,,2.7,0.4,,25.5,,0,0,,7,,,0.4,,1990-07-08 00:00:00,0,3060903.1990.7.8,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1990,17,,,,1,0.3,,24.5,,0,0,,7,,,0.3,,1990-07-09 00:00:00,0,3060903.1990.7.9,,,AB,,,9.5,
-117.86666666666666,53.35,3060903,,,10,,BRULE BLACK CAT,1990,16.5,,,,1.5,0,,29,,0,0,,7,,,0,,1990-07-10 00:00:00,0,3060903.1990.7.10,,,AB,,,4,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1990,18.8,,,,0,0,,31.5,,0,0.8,,7,,,0,,1990-07-11 00:00:00,0,3060903.1990.7.11,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1990,19,,,,0,0.4,,28,,0,1,,7,,,0.4,,1990-07-12 00:00:00,0,3060903.1990.7.12,,,AB,,,10,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1990,17.3,,,,0.7,0,,25.5,,0,0,,7,,,0,,1990-07-13 00:00:00,0,3060903.1990.7.13,,,AB,,,9,
-117.86666666666666,53.35,3060903,,,14,,BRULE BLACK CAT,1990,12.8,,,,5.2,0,,24,,0,0,,7,,,0,,1990-07-14 00:00:00,0,3060903.1990.7.14,,,AB,,,1.5,
-117.86666666666666,53.35,3060903,,,15,,BRULE BLACK CAT,1990,14,,,,4,2.6,,22,,0,0,,7,,,2.6,,1990-07-15 00:00:00,0,3060903.1990.7.15,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,16,,BRULE BLACK CAT,1990,14,,,,4,0.2,,22,,0,0,,7,,,0.2,,1990-07-16 00:00:00,0,3060903.1990.7.16,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,17,,BRULE BLACK CAT,1990,10.5,,,,7.5,0,,17,,0,0,,7,,,0,E,1990-07-17 00:00:00,0,3060903.1990.7.17,,,AB,,,4,
-117.86666666666666,53.35,3060903,,,18,,BRULE BLACK CAT,1990,8.5,,,,9.5,9.6,,12,,0,0,,7,,,9.6,,1990-07-18 00:00:00,0,3060903.1990.7.18,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,19,,BRULE BLACK CAT,1990,10,,,,8,0.4,,17,,0,0,,7,,,0.4,,1990-07-19 00:00:00,0,3060903.1990.7.19,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,20,T,BRULE BLACK CAT,1990,11,,,,7,0,,19,,0,0,T,7,,,0,,1990-07-20 00:00:00,0,3060903.1990.7.20,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,21,T,BRULE BLACK CAT,1990,12.5,,,,5.5,0,,24,,0,0,T,7,,,0,,1990-07-21 00:00:00,0,3060903.1990.7.21,,,AB,,,1,
-117.86666666666666,53.35,3060903,,,22,,BRULE BLACK CAT,1990,15.3,,,,2.7,0,,27.5,,0,0,,7,,,0,,1990-07-22 00:00:00,0,3060903.1990.7.22,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,23,,BRULE BLACK CAT,1990,15.8,,,,2.2,21.4,,26,,0,0,,7,,,21.4,,1990-07-23 00:00:00,0,3060903.1990.7.23,,,AB,,,5.5,
-117.86666666666666,53.35,3060903,,,24,,BRULE BLACK CAT,1990,14.3,,,,3.7,2.6,,20.5,,0,0,,7,,,2.6,,1990-07-24 00:00:00,0,3060903.1990.7.24,,,AB,,,8,
-117.86666666666666,53.35,3060903,,,25,,BRULE BLACK CAT,1990,17.5,,,,0.5,3.8,,24.5,,0,0,,7,,,3.8,,1990-07-25 00:00:00,0,3060903.1990.7.25,,,AB,,,10.5,
-117.86666666666666,53.35,3060903,,,26,,BRULE BLACK CAT,1990,15.5,,,,2.5,3.8,,24,,0,0,,7,,,3.8,,1990-07-26 00:00:00,0,3060903.1990.7.26,,,AB,,,7,
-117.86666666666666,53.35,3060903,,,27,,BRULE BLACK CAT,1990,15.8,,,,2.2,3.8,,23.5,,0,0,,7,,,3.8,,1990-07-27 00:00:00,0,3060903.1990.7.27,,,AB,,,8,
-117.86666666666666,53.35,3060903,,,28,T,BRULE BLACK CAT,1990,16,,,,2,0,,22,,0,0,T,7,,,0,,1990-07-28 00:00:00,0,3060903.1990.7.28,,,AB,,,10,
-117.86666666666666,53.35,3060903,,,29,T,BRULE BLACK CAT,1990,16,,,,2,0,,26,,0,0,T,7,,,0,,1990-07-29 00:00:00,0,3060903.1990.7.29,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1990,18,,,,0,7,,28,,0,0,,7,,,7,,1990-07-30 00:00:00,0,3060903.1990.7.30,,,AB,,,8,
-117.86666666666666,53.35,3060903,,,31,,BRULE BLACK CAT,1990,17.5,,,,0.5,14.8,,25,,0,0,,7,,,14.8,,1990-07-31 00:00:00,0,3060903.1990.7.31,,,AB,,,10,
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1990,15,,,,3,0,,25,,0,0,,8,,,0,,1990-08-01 00:00:00,0,3060903.1990.8.1,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,2,T,BRULE BLACK CAT,1990,11.5,,,,6.5,0,,18,,0,0,T,8,,,0,,1990-08-02 00:00:00,0,3060903.1990.8.2,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,3,T,BRULE BLACK CAT,1990,13.5,,,,4.5,0,,24,,0,0,T,8,,,0,,1990-08-03 00:00:00,0,3060903.1990.8.3,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,4,T,BRULE BLACK CAT,1990,15.3,,,,2.7,0,,27.5,,0,0,T,8,,,0,,1990-08-04 00:00:00,0,3060903.1990.8.4,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,5,,BRULE BLACK CAT,1990,18.3,,,,0,0,,30.5,,0,0.3,,8,,,0,,1990-08-05 00:00:00,0,3060903.1990.8.5,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1990,18,,,,0,0,,28,,0,0,,8,,,0,,1990-08-06 00:00:00,0,3060903.1990.8.6,,,AB,,,8,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1990,16,,,,2,0,,25,,0,0,,8,,,0,,1990-08-07 00:00:00,0,3060903.1990.8.7,,,AB,,,7,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1990,15.5,,,,2.5,0,,25,,0,0,,8,,,0,,1990-08-08 00:00:00,0,3060903.1990.8.8,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1990,16.5,,,,1.5,1.8,,24,,0,0,,8,,,1.8,,1990-08-09 00:00:00,0,3060903.1990.8.9,,,AB,,,9,
-117.86666666666666,53.35,3060903,,,10,,BRULE BLACK CAT,1990,18.3,,,,0,0.4,,28,,0,0.3,,8,,,0.4,,1990-08-10 00:00:00,0,3060903.1990.8.10,,,AB,,,8.5,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1990,19,,,,0,0,,29,,0,1,,8,,,0,,1990-08-11 00:00:00,0,3060903.1990.8.11,,,AB,,,9,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1990,19.5,,,,0,1.4,,30,,0,1.5,,8,,,1.4,,1990-08-12 00:00:00,0,3060903.1990.8.12,,,AB,,,9,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1990,14.5,,,,3.5,4.2,,21,,0,0,,8,,,4.2,,1990-08-13 00:00:00,0,3060903.1990.8.13,,,AB,,,8,
-117.86666666666666,53.35,3060903,,,14,,BRULE BLACK CAT,1990,17,,,,1,0.6,,24,,0,0,,8,,,0.6,,1990-08-14 00:00:00,0,3060903.1990.8.14,,,AB,,,10,
-117.86666666666666,53.35,3060903,,,15,,BRULE BLACK CAT,1990,17,,,,1,0.6,,20,,0,0,,8,,,0.6,,1990-08-15 00:00:00,0,3060903.1990.8.15,,,AB,,,14,
-117.86666666666666,53.35,3060903,,,16,,BRULE BLACK CAT,1990,16.5,,,,1.5,9.4,,20,,0,0,,8,,,9.4,,1990-08-16 00:00:00,0,3060903.1990.8.16,,,AB,,,13,
-117.86666666666666,53.35,3060903,,,17,,BRULE BLACK CAT,1990,16,,,,2,0.4,,20,,0,0,,8,,,0.4,,1990-08-17 00:00:00,0,3060903.1990.8.17,,,AB,,,12,
-117.86666666666666,53.35,3060903,,,18,,BRULE BLACK CAT,1990,14,,,,4,1.6,,23,,0,0,,8,,,1.6,,1990-08-18 00:00:00,0,3060903.1990.8.18,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,19,,BRULE BLACK CAT,1990,16,,,,2,0.4,,25,,0,0,,8,,,0.4,,1990-08-19 00:00:00,0,3060903.1990.8.19,,,AB,,,7,
-117.86666666666666,53.35,3060903,,,20,T,BRULE BLACK CAT,1990,17,,,,1,0,,28,,0,0,T,8,,,0,,1990-08-20 00:00:00,0,3060903.1990.8.20,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,21,,BRULE BLACK CAT,1990,17,,,,1,10.2,,27,,0,0,,8,,,10.2,,1990-08-21 00:00:00,0,3060903.1990.8.21,,,AB,,,7,
-117.86666666666666,53.35,3060903,,,22,,BRULE BLACK CAT,1990,15.3,,,,2.7,10,,21,,0,0,,8,,,10,,1990-08-22 00:00:00,0,3060903.1990.8.22,,,AB,,,9.5,
-117.86666666666666,53.35,3060903,,,23,,BRULE BLACK CAT,1990,7,,,,11,5.4,,9,,0,0,,8,,,5.4,,1990-08-23 00:00:00,0,3060903.1990.8.23,,,AB,,,5,
-117.86666666666666,53.35,3060903,,,24,,BRULE BLACK CAT,1990,6.3,,,,11.7,0.4,,10.5,,0,0,,8,,,0.4,,1990-08-24 00:00:00,0,3060903.1990.8.24,,,AB,,,2,
-117.86666666666666,53.35,3060903,,,25,,BRULE BLACK CAT,1990,4,,,,14,26.8,,8,,0,0,,8,,,26.8,,1990-08-25 00:00:00,0,3060903.1990.8.25,,,AB,,,0,
-117.86666666666666,53.35,3060903,,,26,,BRULE BLACK CAT,1990,8.5,,,,9.5,0.6,,16,,0,0,,8,,,0.6,,1990-08-26 00:00:00,0,3060903.1990.8.26,,,AB,,,1,
-117.86666666666666,53.35,3060903,,,27,,BRULE BLACK CAT,1990,10,,,,8,0,,19,,0,0,,8,,,0,,1990-08-27 00:00:00,0,3060903.1990.8.27,,,AB,,,1,
-117.86666666666666,53.35,3060903,,,28,T,BRULE BLACK CAT,1990,12.3,,,,5.7,0,,22.5,,0,0,T,8,,,0,,1990-08-28 00:00:00,0,3060903.1990.8.28,,,AB,,,2,
-117.86666666666666,53.35,3060903,,,29,,BRULE BLACK CAT,1990,14.3,,,,3.7,8,,24,,0,0,,8,,,8,,1990-08-29 00:00:00,0,3060903.1990.8.29,,,AB,,,4.5,
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1990,9.3,,,,8.7,12,,12.5,,0,0,,8,,,12,,1990-08-30 00:00:00,0,3060903.1990.8.30,,,AB,,,6,
-117.86666666666666,53.35,3060903,,,31,,BRULE BLACK CAT,1990,10.3,,,,7.7,0.3,,17.5,,0,0,,8,,,0.3,,1990-08-31 00:00:00,0,3060903.1990.8.31,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,1,T,BRULE BLACK CAT,1990,10.5,,,,7.5,0,,19.5,,0,0,T,9,,,0,,1990-09-01 00:00:00,0,3060903.1990.9.1,,,AB,,,1.5,
-117.86666666666666,53.35,3060903,,,2,,BRULE BLACK CAT,1990,10.3,,,,7.7,1.4,,18,,0,0,,9,,,1.4,,1990-09-02 00:00:00,0,3060903.1990.9.2,,,AB,,,2.5,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1990,9,,,,9,0,,18.5,,0,0,,9,,,0,,1990-09-03 00:00:00,0,3060903.1990.9.3,,,AB,,,-0.5,
-117.86666666666666,53.35,3060903,,,4,,BRULE BLACK CAT,1990,10.8,,,,7.2,0,,23.5,,0,0,,9,,,0,,1990-09-04 00:00:00,0,3060903.1990.9.4,,,AB,,,-2,
-117.86666666666666,53.35,3060903,,,5,T,BRULE BLACK CAT,1990,10.5,,,,7.5,0,,18,,0,0,T,9,,,0,,1990-09-05 00:00:00,0,3060903.1990.9.5,,,AB,,,3,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1990,12,,,,6,0,,23,,0,0,,9,,,0,,1990-09-06 00:00:00,0,3060903.1990.9.6,,,AB,,,1,
